Model,Departure Time,Departure Location,Arrival Time,Arrival Location,Delay,Expected Time,Weather,Peak Hour,Bad Weather,Traffic Congestion,Crew Availability Issue
Boeing 777,2024-11-01 08:18:13.357511,DEN,2024-11-01 14:21:13.357511,SFO,True,2024-11-01 13:18:13.357511,Snow,True,True,False,False
Boeing 777,2024-11-08 07:23:13.357522,DEN,2024-11-08 12:05:13.357522,ORD,True,2024-11-08 10:23:13.357522,Snow,True,True,True,False
Boeing 787,2024-11-16 01:56:13.357533,DFW,2024-11-16 07:28:13.357533,ORD,True,2024-11-16 06:56:13.357533,Fog,False,True,False,False
Airbus A320,2024-11-13 13:37:13.357548,LAS,2024-11-13 18:37:13.357548,SEA,False,2024-11-13 18:37:13.357548,Snow,False,True,False,False
Airbus A350,2024-11-02 06:31:13.357568,SEA,2024-11-02 10:08:13.357568,JFK,True,2024-11-02 09:31:13.357568,Snow,False,True,False,False
Boeing 737,2024-10-29 14:10:13.357581,DEN,2024-10-29 20:10:13.357581,SFO,False,2024-10-29 20:10:13.357581,Snow,False,True,False,False
Boeing 737,2024-11-02 00:25:13.357589,ATL,2024-11-02 05:14:13.357589,LAX,True,2024-11-02 03:25:13.357589,Snow,False,True,False,False
Boeing 777,2024-11-15 02:15:13.357600,LAS,2024-11-15 04:15:13.357600,DEN,False,2024-11-15 04:15:13.357600,Thunderstorm,False,True,False,False
Boeing 777,2024-11-17 08:27:13.357614,DEN,2024-11-17 12:27:13.357614,ORD,False,2024-11-17 12:27:13.357614,Thunderstorm,True,True,False,False
Boeing 737,2024-10-31 10:07:13.357629,LAX,2024-10-31 14:07:13.357629,DFW,False,2024-10-31 14:07:13.357629,Snow,False,True,False,False
Airbus A350,2024-11-18 17:36:13.357642,ATL,2024-11-18 21:36:13.357642,MIA,False,2024-11-18 21:36:13.357642,Fog,True,True,True,False
Airbus A320,2024-11-13 10:29:13.357651,JFK,2024-11-13 15:05:13.357651,DFW,True,2024-11-13 14:29:13.357651,Rain,False,True,False,False
Boeing 737,2024-11-19 18:22:13.357662,LAX,2024-11-19 22:10:13.357662,ORD,True,2024-11-19 20:22:13.357662,Fog,True,True,True,True
Boeing 777,2024-10-23 23:46:13.357681,SEA,2024-10-24 04:46:13.357681,ORD,False,2024-10-24 04:46:13.357681,Rain,False,True,False,False
Airbus A320,2024-11-10 06:55:13.357691,MIA,2024-11-10 13:08:13.357691,LAS,True,2024-11-10 12:55:13.357691,Clear,False,False,False,False
Boeing 777,2024-11-17 20:46:13.357702,DEN,2024-11-18 00:46:13.357702,LAS,False,2024-11-18 00:46:13.357702,Rain,False,True,False,False
Airbus A350,2024-11-11 02:27:13.357711,ORD,2024-11-11 08:27:13.357711,LAS,False,2024-11-11 08:27:13.357711,Thunderstorm,False,True,False,False
Airbus A350,2024-11-05 20:01:13.357720,MIA,2024-11-05 22:01:13.357720,ATL,False,2024-11-05 22:01:13.357720,Snow,False,True,False,False
Boeing 777,2024-10-25 11:47:13.357729,ATL,2024-10-25 14:41:13.357729,MIA,True,2024-10-25 13:47:13.357729,Snow,False,True,False,False
Airbus A350,2024-11-14 18:06:13.357740,JFK,2024-11-14 20:06:13.357740,LAS,False,2024-11-14 20:06:13.357740,Snow,True,True,True,False
Boeing 737,2024-10-27 16:43:13.357749,LAS,2024-10-27 22:43:13.357749,SFO,False,2024-10-27 22:43:13.357749,Fog,True,True,True,False
Airbus A320,2024-10-28 10:52:13.357759,ATL,2024-10-28 17:08:13.357759,DEN,True,2024-10-28 15:52:13.357759,Thunderstorm,False,True,False,False
Boeing 777,2024-11-03 09:41:13.357770,LAS,2024-11-03 12:08:13.357770,MIA,True,2024-11-03 11:41:13.357770,Snow,False,True,False,True
Boeing 787,2024-10-30 01:26:13.357781,SEA,2024-10-30 07:17:13.357781,DEN,True,2024-10-30 06:26:13.357781,Clear,False,False,False,True
Boeing 737,2024-10-26 06:05:13.357791,LAS,2024-10-26 11:46:13.357791,JFK,True,2024-10-26 10:05:13.357791,Fog,False,True,False,True
Airbus A320,2024-10-21 18:00:13.357809,LAX,2024-10-21 22:00:13.357809,DFW,False,2024-10-21 22:00:13.357809,Snow,True,True,False,False
Boeing 777,2024-10-31 05:40:13.357818,DEN,2024-10-31 09:24:13.357818,JFK,True,2024-10-31 08:40:13.357818,Fog,False,True,False,True
Airbus A350,2024-10-27 11:39:13.357829,DEN,2024-10-27 17:04:13.357829,ORD,True,2024-10-27 16:39:13.357829,Rain,False,True,False,False
Boeing 787,2024-10-27 17:34:13.357840,DFW,2024-10-27 20:44:13.357840,JFK,True,2024-10-27 19:34:13.357840,Fog,True,True,False,False
Airbus A320,2024-11-06 06:03:13.357851,JFK,2024-11-06 11:03:13.357851,SEA,False,2024-11-06 11:03:13.357851,Rain,False,True,False,False
Boeing 777,2024-10-24 10:27:13.357860,JFK,2024-10-24 15:27:13.357860,MIA,False,2024-10-24 15:27:13.357860,Clear,False,False,False,False
Airbus A320,2024-11-02 09:47:13.357869,MIA,2024-11-02 11:47:13.357869,LAX,False,2024-11-02 11:47:13.357869,Thunderstorm,False,True,False,False
Airbus A320,2024-10-28 08:18:13.357878,SFO,2024-10-28 10:18:13.357878,LAX,False,2024-10-28 10:18:13.357878,Clear,True,False,True,False
Boeing 777,2024-11-15 05:55:13.357887,ORD,2024-11-15 11:45:13.357887,SEA,True,2024-11-15 10:55:13.357887,Thunderstorm,False,True,False,False
Boeing 787,2024-11-12 15:09:13.357898,DFW,2024-11-12 18:09:13.357898,JFK,False,2024-11-12 18:09:13.357898,Clear,False,False,False,False
Boeing 787,2024-10-30 20:31:13.357907,DEN,2024-10-31 02:53:13.357907,SEA,True,2024-10-31 01:31:13.357907,Rain,False,True,False,False
Boeing 777,2024-11-17 22:45:13.357917,DEN,2024-11-18 05:03:13.357917,MIA,True,2024-11-18 04:45:13.357917,Thunderstorm,False,True,False,True
Boeing 787,2024-11-07 14:16:13.357928,MIA,2024-11-07 16:16:13.357928,SFO,False,2024-11-07 16:16:13.357928,Rain,False,True,False,False
Boeing 737,2024-11-14 22:02:13.357936,SEA,2024-11-15 03:36:13.357936,SFO,True,2024-11-15 02:02:13.357936,Thunderstorm,False,True,False,False
Airbus A320,2024-11-14 19:56:13.357947,LAS,2024-11-15 01:56:13.357947,DEN,False,2024-11-15 01:56:13.357947,Snow,False,True,False,False
Boeing 787,2024-10-24 19:29:13.357958,SFO,2024-10-24 23:25:13.357958,LAX,True,2024-10-24 21:29:13.357958,Rain,False,True,False,True
Boeing 737,2024-11-05 08:53:13.357975,DFW,2024-11-05 10:53:13.357975,LAX,False,2024-11-05 10:53:13.357975,Fog,True,True,False,False
Boeing 737,2024-11-10 00:51:13.357989,SFO,2024-11-10 04:24:13.357989,DFW,True,2024-11-10 02:51:13.357989,Fog,False,True,False,True
Boeing 787,2024-11-08 02:43:13.358002,JFK,2024-11-08 07:43:13.358002,ATL,False,2024-11-08 07:43:13.358002,Clear,False,False,False,False
Airbus A350,2024-10-23 01:51:13.358017,MIA,2024-10-23 06:28:13.358017,SEA,True,2024-10-23 05:51:13.358017,Thunderstorm,False,True,False,True
Boeing 737,2024-11-02 08:59:13.358030,DFW,2024-11-02 16:21:13.358030,SEA,True,2024-11-02 14:59:13.358030,Rain,True,True,False,True
Airbus A350,2024-11-13 00:14:13.358042,SFO,2024-11-13 04:05:13.358042,LAS,True,2024-11-13 02:14:13.358042,Rain,False,True,False,False
Airbus A350,2024-11-07 22:15:13.358057,SFO,2024-11-08 02:15:13.358057,ORD,False,2024-11-08 02:15:13.358057,Thunderstorm,False,True,False,False
Boeing 777,2024-11-14 23:14:13.358066,SFO,2024-11-15 04:36:13.358066,DEN,True,2024-11-15 03:14:13.358066,Thunderstorm,False,True,False,True
Boeing 787,2024-11-01 17:15:13.358083,LAS,2024-11-01 23:57:13.358083,MIA,True,2024-11-01 22:15:13.358083,Clear,True,False,False,True
Airbus A350,2024-10-21 12:01:13.358101,ORD,2024-10-21 15:01:13.358101,SFO,False,2024-10-21 15:01:13.358101,Clear,False,False,False,False
Boeing 777,2024-11-07 21:46:13.358111,LAS,2024-11-08 04:08:13.358111,SEA,True,2024-11-08 03:46:13.358111,Clear,False,False,False,False
Boeing 777,2024-10-29 14:43:13.358123,ORD,2024-10-29 21:22:13.358123,DFW,True,2024-10-29 20:43:13.358123,Snow,False,True,False,False
Boeing 737,2024-11-08 09:33:13.358134,SEA,2024-11-08 11:33:13.358134,ATL,False,2024-11-08 11:33:13.358134,Fog,False,True,False,False
Airbus A320,2024-11-09 23:06:13.358149,DEN,2024-11-10 01:06:13.358149,LAX,False,2024-11-10 01:06:13.358149,Clear,False,False,False,False
Boeing 737,2024-11-18 16:13:13.358164,SFO,2024-11-18 19:58:13.358164,ATL,True,2024-11-18 18:13:13.358164,Thunderstorm,True,True,True,False
Boeing 737,2024-10-22 13:21:13.358177,MIA,2024-10-22 20:12:13.358177,SEA,True,2024-10-22 19:21:13.358177,Thunderstorm,False,True,False,True
Airbus A320,2024-11-04 22:23:13.358188,JFK,2024-11-05 05:01:13.358188,DEN,True,2024-11-05 04:23:13.358188,Fog,False,True,False,False
Boeing 787,2024-10-31 05:17:13.358214,ORD,2024-10-31 12:37:13.358214,DFW,True,2024-10-31 11:17:13.358214,Fog,False,True,False,False
Boeing 737,2024-11-04 00:55:13.358227,ATL,2024-11-04 03:55:13.358227,SEA,False,2024-11-04 03:55:13.358227,Thunderstorm,False,True,False,False
Airbus A320,2024-11-10 20:59:13.358241,DEN,2024-11-11 03:40:13.358241,ATL,True,2024-11-11 02:59:13.358241,Clear,False,False,False,False
Boeing 787,2024-10-25 00:13:13.358261,SFO,2024-10-25 05:13:13.358261,LAX,False,2024-10-25 05:13:13.358261,Snow,False,True,False,False
Airbus A320,2024-11-09 22:48:13.358271,SFO,2024-11-10 03:42:13.358271,ATL,True,2024-11-10 02:48:13.358271,Thunderstorm,False,True,False,False
Airbus A350,2024-10-22 09:59:13.358281,ORD,2024-10-22 15:45:13.358281,LAS,True,2024-10-22 13:59:13.358281,Clear,False,False,False,True
Boeing 737,2024-11-17 11:47:13.358292,DFW,2024-11-17 16:36:13.358292,ORD,True,2024-11-17 15:47:13.358292,Fog,False,True,False,False
Boeing 737,2024-11-13 20:00:13.358303,SFO,2024-11-13 23:00:13.358303,DFW,False,2024-11-13 23:00:13.358303,Thunderstorm,False,True,False,False
Boeing 787,2024-11-13 01:29:13.358312,SEA,2024-11-13 03:29:13.358312,ORD,False,2024-11-13 03:29:13.358312,Thunderstorm,False,True,False,False
Airbus A350,2024-10-26 04:05:13.358321,JFK,2024-10-26 07:05:13.358321,SFO,False,2024-10-26 07:05:13.358321,Clear,False,False,False,False
Boeing 787,2024-11-03 00:04:13.358330,JFK,2024-11-03 04:16:13.358330,ORD,True,2024-11-03 04:04:13.358330,Snow,False,True,False,False
Airbus A320,2024-11-12 06:44:13.358341,ATL,2024-11-12 10:44:13.358341,SEA,False,2024-11-12 10:44:13.358341,Thunderstorm,False,True,False,False
Airbus A350,2024-10-27 19:16:13.358350,LAX,2024-10-28 01:31:13.358350,DFW,True,2024-10-28 01:16:13.358350,Rain,False,True,False,False
Boeing 777,2024-11-13 07:48:13.358360,DEN,2024-11-13 11:48:13.358360,ATL,False,2024-11-13 11:48:13.358360,Snow,True,True,False,False
Airbus A320,2024-11-15 04:27:13.358369,LAS,2024-11-15 08:27:13.358369,MIA,False,2024-11-15 08:27:13.358369,Clear,False,False,False,False
Airbus A350,2024-10-25 13:44:13.358378,MIA,2024-10-25 19:05:13.358378,DFW,True,2024-10-25 18:44:13.358378,Fog,False,True,False,True
Boeing 787,2024-11-03 12:45:13.358389,DFW,2024-11-03 18:45:13.358389,ORD,False,2024-11-03 18:45:13.358389,Fog,False,True,False,False
Airbus A350,2024-11-10 07:24:13.358398,ORD,2024-11-10 15:24:13.358398,MIA,True,2024-11-10 13:24:13.358398,Rain,True,True,False,True
Boeing 787,2024-10-31 05:22:13.358409,ORD,2024-10-31 11:55:13.358409,DFW,True,2024-10-31 11:22:13.358409,Snow,False,True,False,True
Boeing 737,2024-11-03 12:15:13.358420,SFO,2024-11-03 18:04:13.358420,DEN,True,2024-11-03 16:15:13.358420,Rain,False,True,False,True
Airbus A320,2024-11-14 22:26:13.358431,ORD,2024-11-15 03:52:13.358431,JFK,True,2024-11-15 02:26:13.358431,Rain,False,True,False,True
Boeing 737,2024-11-12 17:55:13.358441,SFO,2024-11-12 23:55:13.358441,LAX,False,2024-11-12 23:55:13.358441,Snow,True,True,True,False
Boeing 787,2024-10-25 07:59:13.358451,DEN,2024-10-25 12:01:13.358451,LAS,True,2024-10-25 10:59:13.358451,Clear,True,False,False,False
Airbus A320,2024-10-23 08:46:13.358463,DFW,2024-10-23 13:46:13.358463,MIA,False,2024-10-23 13:46:13.358463,Snow,True,True,False,False
Airbus A320,2024-11-14 04:25:13.358479,ATL,2024-11-14 09:25:13.358479,DEN,False,2024-11-14 09:25:13.358479,Fog,False,True,False,False
Airbus A350,2024-11-06 23:43:13.358494,SEA,2024-11-07 02:50:13.358494,LAS,True,2024-11-07 01:43:13.358494,Fog,False,True,False,True
Airbus A320,2024-11-03 01:49:13.358509,LAS,2024-11-03 07:49:13.358509,SEA,False,2024-11-03 07:49:13.358509,Thunderstorm,False,True,False,False
Boeing 737,2024-11-04 15:43:13.358524,DFW,2024-11-04 19:43:13.358524,SFO,False,2024-11-04 19:43:13.358524,Fog,False,True,False,False
Airbus A320,2024-11-09 04:31:13.358538,ATL,2024-11-09 11:40:13.358538,MIA,True,2024-11-09 10:31:13.358538,Fog,False,True,False,True
Airbus A350,2024-11-14 21:44:13.358553,LAX,2024-11-15 04:44:13.358553,DFW,True,2024-11-15 03:44:13.358553,Fog,False,True,False,False
Boeing 787,2024-11-04 21:44:13.358563,JFK,2024-11-05 00:44:13.358563,DFW,False,2024-11-05 00:44:13.358563,Clear,False,False,False,False
Boeing 777,2024-11-13 01:54:13.358572,SFO,2024-11-13 05:34:13.358572,ORD,True,2024-11-13 03:54:13.358572,Fog,False,True,False,False
Boeing 737,2024-11-13 19:26:13.358588,LAS,2024-11-13 22:26:13.358588,ATL,False,2024-11-13 22:26:13.358588,Thunderstorm,False,True,False,False
Boeing 787,2024-11-19 13:23:13.358601,JFK,2024-11-19 16:51:13.358601,DFW,True,2024-11-19 16:23:13.358601,Rain,False,True,False,True
Boeing 787,2024-11-13 17:05:13.358618,MIA,2024-11-13 20:31:13.358618,SFO,True,2024-11-13 20:05:13.358618,Rain,True,True,True,False
Boeing 737,2024-11-17 18:21:13.358636,DEN,2024-11-17 20:21:13.358636,LAS,False,2024-11-17 20:21:13.358636,Rain,True,True,True,False
Airbus A350,2024-11-03 16:52:13.358645,DEN,2024-11-03 23:33:13.358645,LAS,True,2024-11-03 22:52:13.358645,Thunderstorm,True,True,False,True
Boeing 737,2024-10-22 23:09:13.358657,ORD,2024-10-23 03:08:13.358657,DFW,True,2024-10-23 01:09:13.358657,Clear,False,False,False,False
Boeing 777,2024-10-24 15:58:13.358668,LAX,2024-10-24 18:58:13.358668,JFK,False,2024-10-24 18:58:13.358668,Thunderstorm,False,True,False,False
Airbus A350,2024-10-26 17:34:13.358677,SEA,2024-10-26 23:34:13.358677,LAS,False,2024-10-26 23:34:13.358677,Clear,True,False,True,False
Boeing 777,2024-11-18 15:39:13.358692,SFO,2024-11-18 17:39:13.358692,ATL,False,2024-11-18 17:39:13.358692,Thunderstorm,False,True,False,False
Boeing 737,2024-10-25 06:31:13.358707,MIA,2024-10-25 10:31:13.358707,LAS,False,2024-10-25 10:31:13.358707,Thunderstorm,False,True,False,False
Boeing 787,2024-11-12 09:26:13.358718,LAS,2024-11-12 12:49:13.358718,DFW,True,2024-11-12 11:26:13.358718,Thunderstorm,False,True,False,True
Boeing 787,2024-11-03 22:41:13.358733,SEA,2024-11-04 02:41:13.358733,MIA,False,2024-11-04 02:41:13.358733,Thunderstorm,False,True,False,False
Airbus A350,2024-11-19 07:26:13.358748,SEA,2024-11-19 13:26:13.358748,SFO,False,2024-11-19 13:26:13.358748,Thunderstorm,True,True,False,False
Boeing 787,2024-11-12 11:59:13.358757,ORD,2024-11-12 14:12:13.358757,MIA,True,2024-11-12 13:59:13.358757,Fog,False,True,False,True
Airbus A320,2024-11-03 04:08:13.358768,SEA,2024-11-03 08:19:13.358768,ATL,True,2024-11-03 08:08:13.358768,Rain,False,True,False,False
Boeing 777,2024-10-30 19:22:13.358781,LAX,2024-10-30 23:46:13.358781,SFO,True,2024-10-30 23:22:13.358781,Snow,False,True,False,False
Boeing 787,2024-11-16 07:59:13.358798,SEA,2024-11-16 11:59:13.358798,JFK,False,2024-11-16 11:59:13.358798,Fog,True,True,False,False
Boeing 737,2024-10-25 23:16:13.358808,ORD,2024-10-26 05:16:13.358808,LAS,False,2024-10-26 05:16:13.358808,Fog,False,True,False,False
Boeing 787,2024-10-30 21:33:13.358817,JFK,2024-10-31 02:09:13.358817,SEA,True,2024-10-31 01:33:13.358817,Thunderstorm,False,True,False,False
Boeing 777,2024-10-29 03:08:13.358828,LAX,2024-10-29 09:31:13.358828,DFW,True,2024-10-29 08:08:13.358828,Thunderstorm,False,True,False,False
Airbus A320,2024-11-17 12:32:13.358839,SEA,2024-11-17 17:16:13.358839,LAX,True,2024-11-17 16:32:13.358839,Fog,False,True,False,True
Boeing 787,2024-11-04 12:00:13.358854,DFW,2024-11-04 18:00:13.358854,ATL,False,2024-11-04 18:00:13.358854,Rain,False,True,False,False
Boeing 737,2024-11-14 09:45:13.358866,SFO,2024-11-14 11:45:13.358866,JFK,False,2024-11-14 11:45:13.358866,Thunderstorm,False,True,False,False
Boeing 737,2024-10-25 09:08:13.358875,DEN,2024-10-25 14:08:13.358875,SEA,False,2024-10-25 14:08:13.358875,Snow,False,True,False,False
Airbus A320,2024-11-11 07:00:13.358884,LAX,2024-11-11 09:00:13.358884,SEA,False,2024-11-11 09:00:13.358884,Fog,True,True,True,False
Boeing 737,2024-11-11 22:42:13.358894,MIA,2024-11-12 00:42:13.358894,JFK,False,2024-11-12 00:42:13.358894,Fog,False,True,False,False
Boeing 737,2024-11-15 00:34:13.358917,LAX,2024-11-15 05:57:13.358917,SEA,True,2024-11-15 04:34:13.358917,Snow,False,True,False,True
Boeing 777,2024-10-30 11:21:13.358929,DFW,2024-10-30 15:21:13.358929,MIA,False,2024-10-30 15:21:13.358929,Clear,False,False,False,False
Boeing 777,2024-10-29 05:47:13.358937,ORD,2024-10-29 12:23:13.358937,DFW,True,2024-10-29 11:47:13.358937,Thunderstorm,False,True,False,False
Airbus A350,2024-10-26 01:38:13.358948,SFO,2024-10-26 06:09:13.358948,MIA,True,2024-10-26 05:38:13.358948,Clear,False,False,False,False
Airbus A350,2024-11-04 03:55:13.358958,SFO,2024-11-04 05:55:13.358958,SEA,False,2024-11-04 05:55:13.358958,Clear,False,False,False,False
Boeing 737,2024-10-23 16:12:13.358967,ATL,2024-10-23 19:12:13.358967,JFK,False,2024-10-23 19:12:13.358967,Thunderstorm,True,True,False,False
Boeing 777,2024-11-13 00:38:13.358978,SFO,2024-11-13 08:24:13.358978,DFW,True,2024-11-13 06:38:13.358978,Fog,False,True,False,True
Boeing 737,2024-11-04 12:30:13.358989,DEN,2024-11-04 17:30:13.358989,LAX,False,2024-11-04 17:30:13.358989,Rain,False,True,False,False
Airbus A320,2024-11-19 14:12:13.358998,ORD,2024-11-19 17:12:13.358998,SFO,False,2024-11-19 17:12:13.358998,Snow,False,True,False,False
Boeing 787,2024-10-23 17:54:13.359008,DEN,2024-10-23 21:54:13.359008,JFK,False,2024-10-23 21:54:13.359008,Fog,True,True,True,False
Boeing 777,2024-11-06 06:12:13.359018,SFO,2024-11-06 08:12:13.359018,ORD,False,2024-11-06 08:12:13.359018,Thunderstorm,False,True,False,False
Boeing 737,2024-11-04 15:24:13.359052,MIA,2024-11-04 21:53:13.359052,SEA,True,2024-11-04 20:24:13.359052,Rain,False,True,False,True
Boeing 787,2024-10-31 09:39:13.359068,ATL,2024-10-31 15:39:13.359068,LAX,False,2024-10-31 15:39:13.359068,Fog,False,True,False,False
Airbus A350,2024-11-12 09:58:13.359077,SFO,2024-11-12 11:58:13.359077,SEA,False,2024-11-12 11:58:13.359077,Clear,False,False,False,False
Airbus A350,2024-10-31 19:53:13.359086,SEA,2024-11-01 01:42:13.359086,DEN,True,2024-11-01 00:53:13.359086,Fog,False,True,False,True
Airbus A350,2024-10-31 18:28:13.359100,LAX,2024-10-31 21:05:13.359100,DEN,True,2024-10-31 20:28:13.359100,Rain,True,True,True,True
Airbus A320,2024-10-30 15:26:13.359123,DEN,2024-10-30 21:26:13.359123,SEA,False,2024-10-30 21:26:13.359123,Rain,False,True,False,False
Airbus A320,2024-11-09 00:06:13.359133,SFO,2024-11-09 05:06:13.359133,MIA,False,2024-11-09 05:06:13.359133,Clear,False,False,False,False
Airbus A350,2024-11-02 07:41:13.359143,JFK,2024-11-02 12:38:13.359143,SEA,True,2024-11-02 11:41:13.359143,Thunderstorm,True,True,True,True
Airbus A350,2024-11-17 12:42:13.359154,SFO,2024-11-17 15:47:13.359154,LAX,True,2024-11-17 14:42:13.359154,Thunderstorm,False,True,False,False
Boeing 777,2024-11-02 16:21:13.359165,ATL,2024-11-02 20:31:13.359165,DEN,True,2024-11-02 19:21:13.359165,Rain,True,True,True,False
Boeing 777,2024-10-30 23:55:13.359178,ATL,2024-10-31 03:14:13.359178,ORD,True,2024-10-31 02:55:13.359178,Clear,False,False,False,True
Boeing 787,2024-10-23 07:28:13.359196,ATL,2024-10-23 12:28:13.359196,ORD,False,2024-10-23 12:28:13.359196,Thunderstorm,True,True,False,False
Airbus A350,2024-11-06 16:22:13.359211,ORD,2024-11-06 21:22:13.359211,LAS,False,2024-11-06 21:22:13.359211,Snow,True,True,True,False
Airbus A320,2024-11-08 18:41:13.359227,ATL,2024-11-08 21:41:13.359227,JFK,False,2024-11-08 21:41:13.359227,Fog,True,True,False,False
Boeing 737,2024-11-12 13:54:13.359243,JFK,2024-11-12 19:54:13.359243,LAS,False,2024-11-12 19:54:13.359243,Clear,False,False,False,False
Airbus A320,2024-11-04 18:52:13.359253,LAS,2024-11-05 01:33:13.359253,MIA,True,2024-11-05 00:52:13.359253,Fog,True,True,True,False
Airbus A350,2024-11-07 03:17:13.359264,JFK,2024-11-07 08:17:13.359264,ATL,False,2024-11-07 08:17:13.359264,Thunderstorm,False,True,False,False
Boeing 777,2024-11-15 12:05:13.359273,ATL,2024-11-15 16:43:13.359273,SFO,True,2024-11-15 15:05:13.359273,Thunderstorm,False,True,False,False
Airbus A350,2024-11-10 18:24:13.359284,MIA,2024-11-10 22:58:13.359284,JFK,True,2024-11-10 21:24:13.359284,Snow,True,True,True,False
Boeing 787,2024-11-06 05:41:13.359295,LAX,2024-11-06 09:41:13.359295,DFW,False,2024-11-06 09:41:13.359295,Rain,False,True,False,False
Airbus A350,2024-11-17 10:47:13.359305,MIA,2024-11-17 14:12:13.359305,SFO,True,2024-11-17 12:47:13.359305,Rain,False,True,False,False
Boeing 777,2024-11-16 01:02:13.359322,ORD,2024-11-16 07:54:13.359322,SFO,True,2024-11-16 06:02:13.359322,Thunderstorm,False,True,False,True
Boeing 777,2024-11-09 07:40:13.359339,LAX,2024-11-09 12:40:13.359339,DFW,False,2024-11-09 12:40:13.359339,Fog,True,True,True,False
Boeing 787,2024-11-09 02:40:13.359349,ORD,2024-11-09 08:12:13.359349,MIA,True,2024-11-09 06:40:13.359349,Snow,False,True,False,True
Boeing 737,2024-11-02 18:06:13.359359,ORD,2024-11-03 00:04:13.359359,LAS,True,2024-11-02 23:06:13.359359,Fog,True,True,False,False
Airbus A320,2024-10-21 12:46:13.359372,LAS,2024-10-21 17:46:13.359372,ATL,False,2024-10-21 17:46:13.359372,Snow,False,True,False,False
Airbus A350,2024-11-19 20:27:13.359381,JFK,2024-11-20 00:27:13.359381,ORD,False,2024-11-20 00:27:13.359381,Thunderstorm,False,True,False,False
Boeing 777,2024-10-29 06:03:13.359390,SFO,2024-10-29 12:03:13.359390,MIA,False,2024-10-29 12:03:13.359390,Fog,False,True,False,False
Airbus A320,2024-11-06 13:30:13.359399,SEA,2024-11-06 16:30:13.359399,DFW,False,2024-11-06 16:30:13.359399,Thunderstorm,False,True,False,False
Boeing 737,2024-10-21 15:53:13.359408,JFK,2024-10-21 23:30:13.359408,ORD,True,2024-10-21 21:53:13.359408,Fog,False,True,False,False
Airbus A320,2024-10-27 03:48:13.359418,MIA,2024-10-27 10:05:13.359418,SFO,True,2024-10-27 09:48:13.359418,Thunderstorm,False,True,False,True
Airbus A350,2024-10-23 21:55:13.359429,LAX,2024-10-24 03:19:13.359429,ORD,True,2024-10-24 02:55:13.359429,Rain,False,True,False,False
Boeing 777,2024-11-10 17:46:13.359440,DEN,2024-11-10 21:46:13.359440,LAX,False,2024-11-10 21:46:13.359440,Snow,True,True,False,False
Airbus A320,2024-11-14 04:11:13.359450,LAX,2024-11-14 09:11:13.359450,SFO,False,2024-11-14 09:11:13.359450,Clear,False,False,False,False
Boeing 777,2024-11-04 05:18:13.359464,MIA,2024-11-04 08:18:13.359464,ORD,False,2024-11-04 08:18:13.359464,Rain,False,True,False,False
Boeing 787,2024-11-07 16:00:13.359473,LAX,2024-11-07 23:06:13.359473,DFW,True,2024-11-07 22:00:13.359473,Snow,True,True,True,True
Boeing 737,2024-11-14 16:48:13.359485,LAX,2024-11-14 23:21:13.359485,SFO,True,2024-11-14 21:48:13.359485,Clear,True,False,True,False
Boeing 777,2024-11-18 15:23:13.359496,ORD,2024-11-18 17:23:13.359496,ATL,False,2024-11-18 17:23:13.359496,Fog,False,True,False,False
Boeing 787,2024-11-07 09:47:13.359505,ATL,2024-11-07 14:47:13.359505,LAX,False,2024-11-07 14:47:13.359505,Clear,False,False,False,False
Airbus A350,2024-11-01 00:06:13.359514,LAS,2024-11-01 06:36:13.359514,SFO,True,2024-11-01 05:06:13.359514,Clear,False,False,False,False
Airbus A350,2024-11-16 17:35:13.359525,SFO,2024-11-16 22:07:13.359525,LAX,True,2024-11-16 21:35:13.359525,Thunderstorm,True,True,True,False
Airbus A320,2024-11-18 06:27:13.359537,MIA,2024-11-18 10:27:13.359537,DEN,False,2024-11-18 10:27:13.359537,Clear,False,False,False,False
Boeing 787,2024-10-22 08:48:13.359552,DFW,2024-10-22 16:00:13.359552,ORD,True,2024-10-22 14:48:13.359552,Fog,True,True,True,False
Boeing 787,2024-10-21 04:08:13.359568,LAS,2024-10-21 06:08:13.359568,DEN,False,2024-10-21 06:08:13.359568,Clear,False,False,False,False
Boeing 787,2024-11-15 23:29:13.359581,LAX,2024-11-16 05:29:13.359581,MIA,False,2024-11-16 05:29:13.359581,Thunderstorm,False,True,False,False
Airbus A320,2024-11-19 04:49:13.359595,SEA,2024-11-19 07:49:13.359595,DFW,False,2024-11-19 07:49:13.359595,Clear,False,False,False,False
Boeing 787,2024-10-29 01:28:13.359610,SEA,2024-10-29 05:00:13.359610,JFK,True,2024-10-29 04:28:13.359610,Clear,False,False,False,False
Boeing 737,2024-11-16 20:51:13.359622,DEN,2024-11-17 00:04:13.359622,ORD,True,2024-11-16 22:51:13.359622,Thunderstorm,False,True,False,True
Boeing 737,2024-11-01 02:30:13.359637,DFW,2024-11-01 07:30:13.359637,DEN,False,2024-11-01 07:30:13.359637,Clear,False,False,False,False
Airbus A350,2024-10-31 09:35:13.359646,LAS,2024-10-31 12:27:13.359646,ORD,True,2024-10-31 11:35:13.359646,Clear,False,False,False,True
Boeing 777,2024-10-27 01:10:13.359662,ORD,2024-10-27 08:16:13.359662,DEN,True,2024-10-27 07:10:13.359662,Rain,False,True,False,True
